1.000000000000000000e+00 9.157894736842107919e-02
2.139999999999999680e+00 3.973684210526315375e-02
3.279999999999999805e+00 3.649122807017543546e-02
4.419999999999999929e+00 3.736842105263159242e-02
5.559999999999999609e+00 3.675438596491228949e-02
6.699999999999999289e+00 3.377192982456138359e-02
7.839999999999999858e+00 3.421052631578945513e-02
8.980000000000000426e+00 6.701754385964919791e-02
1.011999999999999922e+01 3.421052631578945513e-02
1.125999999999999979e+01 3.254385964912284018e-02
1.239999999999999858e+01 2.885964912280700179e-02
1.353999999999999915e+01 2.903508771929822971e-02
1.467999999999999972e+01 3.078947368421056097e-02
1.581999999999999851e+01 2.219298245614030607e-02
1.696000000000000085e+01 5.096491228070188645e-02
1.809999999999999787e+01 2.508771929824560321e-02
1.923999999999999844e+01 2.175438596491226922e-02
2.037999999999999901e+01 2.289473684210525245e-02
2.151999999999999957e+01 2.210526315789479446e-02
2.265999999999999659e+01 1.798245614035086717e-02
2.379999999999999716e+01 2.070175438596490169e-02
2.493999999999999773e+01 3.307017543859647885e-02
2.607999999999999829e+01 1.517543859649122216e-02
2.721999999999999886e+01 1.008771929824560896e-02
2.835999999999999943e+01 1.096491228070178327e-02
2.949999999999999645e+01 1.175438596491227596e-02
3.063999999999999702e+01 9.649122807017539161e-03
3.177999999999999758e+01 9.210526315789439866e-03
3.292000000000000171e+01 1.201754385964919070e-02
3.405999999999999517e+01 5.438596491228067306e-03
3.519999999999999574e+01 4.649122807017541659e-03
3.633999999999999631e+01 3.245614035087717852e-03
3.747999999999999687e+01 3.070175438596489496e-03
3.861999999999999744e+01 2.017543859649121966e-03
3.975999999999999801e+01 2.280701754385963849e-03
4.089999999999999858e+01 3.508771929824559734e-03
4.203999999999999915e+01 7.894736842105259727e-04
4.317999999999999972e+01 8.771929824561453546e-04
4.431999999999999318e+01 6.140350877192979426e-04
4.545999999999999375e+01 5.263157894736839818e-04
4.659999999999999432e+01 7.017543859649119035e-04
4.773999999999999488e+01 8.771929824561398793e-05
4.887999999999999545e+01 5.263157894736839818e-04
5.001999999999999602e+01 1.754385964912279759e-04
5.115999999999999659e+01 8.771929824561398793e-05
5.229999999999999716e+01 0.000000000000000000e+00
5.343999999999999773e+01 8.771929824561398793e-05
5.457999999999999829e+01 1.754385964912279759e-04
5.571999999999999886e+01 1.754385964912290872e-04
5.685999999999999233e+01 1.754385964912268917e-04
