7.105027094905500551e-01 1.036281934904477176e-01
7.162926396224046366e-01 1.208995590721890084e-01
7.220825697542592181e-01 1.208995590721866908e-01
7.278724998861139106e-01 1.899850213991541303e-01
7.336624300179684921e-01 2.072563869808954351e-01
7.394523601498230736e-01 2.072563869808954351e-01
7.452422902816776551e-01 3.108845804713371574e-01
7.510322204135323476e-01 3.454273116348257067e-01
7.568221505453869291e-01 6.217691609426863053e-01
7.626120806772415106e-01 6.217691609426863053e-01
7.684020108090960921e-01 7.081259888513791179e-01
7.741919409409507846e-01 7.944828167600991309e-01
7.799818710728053661e-01 5.181409674522384767e-01
7.857718012046599476e-01 5.526836986157210863e-01
7.915617313365145291e-01 6.390405265244153421e-01
7.973516614683692216e-01 2.936132148896018479e-01
8.031415916002238031e-01 0.000000000000000000e+00
8.089315217320783846e-01 1.727136558174128395e-02
8.147214518639329661e-01 0.000000000000000000e+00
8.205113819957876586e-01 0.000000000000000000e+00
8.263013121276422401e-01 0.000000000000000000e+00
8.320912422594968216e-01 3.454273116348256789e-02
8.378811723913514031e-01 3.454273116348256789e-02
8.436711025232059846e-01 0.000000000000000000e+00
8.494610326550606771e-01 6.908546232696513578e-02
8.552509627869152586e-01 0.000000000000000000e+00
8.610408929187698401e-01 3.454273116348190870e-02
8.668308230506245327e-01 1.727136558174128395e-02
8.726207531824791142e-01 2.245277525626367121e-01
8.784106833143336956e-01 1.053553300486218314e+00
8.842006134461882771e-01 1.157181493976666031e+00
8.899905435780428586e-01 1.778950654919318142e+00
8.957804737098975512e-01 2.659790299588157936e+00
9.015704038417521327e-01 3.955142718218754627e+00
9.073603339736067142e-01 5.250495136849250066e+00
9.131502641054614067e-01 7.202159447586115704e+00
9.189401942373159882e-01 8.290255479235815628e+00
9.247301243691705697e-01 8.877481909015020989e+00
9.305200545010251512e-01 9.723778822520342757e+00
9.363099846328797327e-01 9.620150629029710743e+00
9.420999147647344252e-01 9.499251069957706406e+00
9.478898448965890067e-01 9.931035209501239081e+00
9.536797750284435882e-01 1.062188983277068566e+01
9.594697051602982807e-01 1.019010569322755266e+01
9.652596352921527512e-01 9.931035209501049010e+00
9.710495654240074437e-01 1.044917617695347722e+01
9.768394955558620252e-01 1.079460348858830265e+01
9.826294256877166067e-01 1.155454357418469868e+01
9.884193558195712992e-01 1.172725723000233344e+01
9.942092859514258807e-01 1.165817176767536800e+01
